topic_name,topic_link,topic_views,topic_author,topic_author_link,topic_replies,topic_lp_time,,
DHCP server to setup WiFi,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144408,108,castlechef,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
[Project] Iunctio aka. Sharing made easy,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=97143,1939,BrozzSama,https://www.raspberrypi.org/forums/memberlist,2,NULL,,
Bridge wlan and ethernet,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144377,88,erwin_calen,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
"Proftpd transfer speed issues, setup with CNC Mach",https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=144369,26,JAllen,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
UART from one PI to other PI with WIFI,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=143810,87,andreramos,https://www.raspberrypi.org/forums/memberlist,1,NULL,,
[Solved] Socks Proxy and Wi-Fi repeater,https://www.raspberrypi.org/forums/viewtopic.php?f=36&t=137287,705,#cilusse,https://www.raspberrypi.org/forums/memberlist,6,NULL,,
Re: The projects list. Look here for some ideas.,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=2306,254339,Jessie,https://www.raspberrypi.org/forums/memberlist,219,NULL,,
Beta Boards mechanical data,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=2213,46068,Gert van Loo,https://www.raspberrypi.org/forums/memberlist,72,NULL,,
wall mounted google calendar - wifi in android any,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145060,49,javoiles,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
[Project] MiniKali - The Hacking on the Go Device,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=145048,58,Guidofski,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Carputer functions,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=113838,440,lewist57,https://www.raspberrypi.org/forums/memberlist,2,NULL,,
Screenly OSE -- Digital Signage for the Raspberry ,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=12396,137766,vpetersson,https://www.raspberrypi.org/forums/memberlist,769,NULL,,
Pirate Radio SD Card,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144976,16,Madman_Abi,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
[Tutorial] Use PI on the go!,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144975,76,ed_rockstarguy,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Can linux software work?,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144865,219,Leumas,https://www.raspberrypi.org/forums/memberlist,2,NULL,,
Raspberry Pi as a VPN Client,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144911,94,thedoctoroftech,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Designing printed circuit boards,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144779,300,HyFy,https://www.raspberrypi.org/forums/memberlist,4,NULL,,
RPi Information Screen for Official Raspberry Pi D,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=121392,10644,elParaguayo,https://www.raspberrypi.org/forums/memberlist,113,NULL,,
Raspberry Pi based laptop in a plywood box,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=140306,266,esantanche,https://www.raspberrypi.org/forums/memberlist,3,NULL,,
Pi Zero peripheral wiring strangeness,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144749,321,Witchy,https://www.raspberrypi.org/forums/memberlist,5,NULL,,
Media center and emulators on the same device?,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144585,143,tinpanalley,https://www.raspberrypi.org/forums/memberlist,1,NULL,,
Xibo player (work) on raspberrypi,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=25929,156608,icfr,https://www.raspberrypi.org/forums/memberlist,626,NULL,,
Joystick connection,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144385,164,LoufkePoufke,https://www.raspberrypi.org/forums/memberlist,2,NULL,,
Why does this report -408 for the x axis? [SOLVED],https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144539,177,frazelle09,https://www.raspberrypi.org/forums/memberlist,3,NULL,,
info-beamer for PI - A digital signage player and ,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=60791,8940,dividuum,https://www.raspberrypi.org/forums/memberlist,32,NULL,,
B+ controlling Ws2801 Help needed.,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144450,26,Dunc100,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Weather Station,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144403,106,jph123,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Raspberry Pi Library Project,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144390,45,William SP,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Raspberry LCDproc CPU/Memory/Temperature screen,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=144376,64,MeFri,https://www.raspberrypi.org/forums/memberlist,0,NULL,,
Wechat client?,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=133039,532,DaHai8,https://www.raspberrypi.org/forums/memberlist,8,NULL,,
Raspbery Pi 2 Laptop - 1994 Toshiba Portege T3400 ,https://www.raspberrypi.org/forums/viewtopic.php?f=41&t=130342,856,MWClint,https://www.raspberrypi.org/forums/memberlist,4,NULL,,
Monitoring electrical device activation times,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145435&sid=0eafb694f9c43fd9b3ebb9b138c498cc,3,aspa,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 7:33 pm",,
Web based control interface,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145416&sid=0eafb694f9c43fd9b3ebb9b138c498cc,90,rovguy1974,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 5:50 pm",,
RPi 3 M.B - Arduino BT Communication,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145415&sid=0eafb694f9c43fd9b3ebb9b138c498cc,11,Alex1203,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 4:48 pm",,
PCF8591P and 50-70mV difference,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145378&sid=0eafb694f9c43fd9b3ebb9b138c498cc,48,rpifreeze,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 3:14 pm",,
Best Practice: Serial Communication With Arduino?,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145278&sid=0eafb694f9c43fd9b3ebb9b138c498cc,218,alfista2600,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 2:00 pm",,
Monitor pH levels,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=144987&sid=0eafb694f9c43fd9b3ebb9b138c498cc,280,pilotman2012,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 1:12 pm",,
Streaming Video to PC running OpenCV,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=97739&sid=0eafb694f9c43fd9b3ebb9b138c498cc,1788,DanL,https://www.raspberrypi.org/forums/memberlist,8,"Thu Apr 21, 2016 12:25 pm",,
Hacking 10-pin IR Camera?,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145304&sid=0eafb694f9c43fd9b3ebb9b138c498cc,106,jeremyqmartin,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 10:25 am",,
HC-SR505 Mini Infrared PIR Motion Sensor Woes,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145105&sid=0eafb694f9c43fd9b3ebb9b138c498cc,201,piglet,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 9:14 am",,
IV curve tracer for solar panels,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145328&sid=0eafb694f9c43fd9b3ebb9b138c498cc,92,csatt,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 11:01 pm",,
Pixhawk Mavlink connection issue,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145326&sid=0eafb694f9c43fd9b3ebb9b138c498cc,15,n0rmanUK,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 10:44 pm",,
raspberry pi powered desk control hub,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145322&sid=0eafb694f9c43fd9b3ebb9b138c498cc,15,tinkerer_nat,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 10:23 pm",,
Constantly obtain RSSI from Android Device,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=57893&sid=0eafb694f9c43fd9b3ebb9b138c498cc,8841,delante_v,https://www.raspberrypi.org/forums/memberlist,12,"Wed Apr 20, 2016 7:18 pm",,
Zoe the PiZero Quadcopter,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=129374&sid=0eafb694f9c43fd9b3ebb9b138c498cc,1773,Hove,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 20, 2016 12:35 pm",,
Advice using an L298N H-Bridge to control a NEMA 2,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145172&sid=0eafb694f9c43fd9b3ebb9b138c498cc,66,frazelle09,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 10:03 am",,
A Python GPIB over Ethernet Server,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=57356&sid=0eafb694f9c43fd9b3ebb9b138c498cc,1096,sonium,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 9:53 am",,
Controlling A Micro Servo via PUBNUB,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145234&sid=0eafb694f9c43fd9b3ebb9b138c498cc,67,KnalexAlex,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 9:27 am",,
Make an Android App to control GPIO pins,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=101330&sid=0eafb694f9c43fd9b3ebb9b138c498cc,6511,Gaurav Harchwani,https://www.raspberrypi.org/forums/memberlist,14,"Wed Apr 20, 2016 7:05 am",,
Linux Kernel Driver for HC-SRO4 ultrasonic distanc,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145220&sid=0eafb694f9c43fd9b3ebb9b138c498cc,35,johannesthoma,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 6:57 am",,
Raspberry pi baseball speed detection,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145184&sid=0eafb694f9c43fd9b3ebb9b138c498cc,32,rybo,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 10:05 pm",,
Capacitive digitizer for a smart surface,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145111&sid=0eafb694f9c43fd9b3ebb9b138c498cc,30,frenzy9,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 1:09 pm",,
PCA9685 16 Channel 12 Bit PWM Servo Driver,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145076&sid=0eafb694f9c43fd9b3ebb9b138c498cc,128,KnalexAlex,https://www.raspberrypi.org/forums/memberlist,1,"Tue Apr 19, 2016 7:49 am",,
Accessing DS3231 Temperature,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=59808&sid=0eafb694f9c43fd9b3ebb9b138c498cc,5229,dosborne,https://www.raspberrypi.org/forums/memberlist,6,"Tue Apr 19, 2016 7:31 am",,
Raspberry Pi Digital Spirit Level,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145073&sid=0eafb694f9c43fd9b3ebb9b138c498cc,82,mwilliams03,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 5:59 am",,
LinuxCNC,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=33809&sid=0eafb694f9c43fd9b3ebb9b138c498cc,190009,kinsa,https://www.raspberrypi.org/forums/memberlist,971,"Tue Apr 19, 2016 3:46 am",,
"Cases for Pi and 7"" touch screen?",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=124917,6437,s2490,https://www.raspberrypi.org/forums/memberlist,42,"Wed Apr 20, 2016 8:29 am",,
Pi3 Z dimensions,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143791,594,royhenderson,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 20, 2016 12:06 am",,
"Is there an enclosure that works with 2.8"" TFT and",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144935,362,Malman35,https://www.raspberrypi.org/forums/memberlist,6,"Tue Apr 19, 2016 7:53 am",,
Official Pi case with unofficial 40mm fan,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144739,309,MarkJ62,https://www.raspberrypi.org/forums/memberlist,2,"Sun Apr 17, 2016 5:15 am",,
Raspberry Pi Zero Altoids Tin Case/Kit,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144781,266,RetroNerd,https://www.raspberrypi.org/forums/memberlist,2,"Sat Apr 16, 2016 10:27 pm",,
Raspberry Piomega minimax,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=8260,3109,wallacebiy,https://www.raspberrypi.org/forums/memberlist,6,"Fri Apr 15, 2016 3:01 pm",,
3D Printing,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=8078,1021,edg3,https://www.raspberrypi.org/forums/memberlist,2,"Fri Apr 15, 2016 11:03 am",,
"7â€ inch Touchscreen Case, ECO friendly",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144529,94,patrdcflorida,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 14, 2016 10:10 pm",,
Case for Pi with USB 3G modem.,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144502,162,kemnet,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 14, 2016 5:45 pm",,
Custom case with internal PSU and HDD,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144082,222,GenuineMex,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 14, 2016 12:34 pm",,
"Break out 7"" display case",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=132622,747,toughpi,https://www.raspberrypi.org/forums/memberlist,4,"Wed Apr 13, 2016 4:13 pm",,
2 Question about mounting a Pi...,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=139877,704,zjdrummond,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 13, 2016 12:58 pm",,
Cooling when run over a long period of time,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144319,132,MatSPGS,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 13, 2016 9:58 am",,
Industrial look/feeling cases,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144257,159,Anton_,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 12, 2016 8:52 pm",,
Thermally butnot electrically conductive tape/case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144111,164,Jason_25,https://www.raspberrypi.org/forums/memberlist,1,"Mon Apr 11, 2016 11:00 pm",,
Another LEGO Raspberry Pi Zero Case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143787,253,RetroNerd,https://www.raspberrypi.org/forums/memberlist,1,"Sat Apr 09, 2016 4:16 pm",,
Raspberry Pi Magnetic Case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143322,451,Gordon_F,https://www.raspberrypi.org/forums/memberlist,4,"Fri Apr 08, 2016 11:18 pm",,
Waterproof case for Pi Zero?,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143594,296,FatalXception,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 07, 2016 9:24 pm",,
Expandable PiDrive Stack Case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143600,289,PMI,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 07, 2016 8:55 pm",,
ownCloud 3D Printed Case with HDD,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=138747,1095,smartroad,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 07, 2016 3:14 am",,
Case with Power Button,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143413,236,DJ-Q,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 06, 2016 1:44 pm",,
"Projects in Africa, Zimbabwe",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=116794,1196,batway64,https://www.raspberrypi.org/forums/memberlist,6,"Wed Apr 06, 2016 10:33 am",,
can't find a good case for a car mount to save my ,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=142696,365,zealousd,https://www.raspberrypi.org/forums/memberlist,3,"Tue Apr 05, 2016 7:18 am",,
RaspTablet,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=139980,509,isidroirala,https://www.raspberrypi.org/forums/memberlist,2,"Sun Apr 03, 2016 7:13 pm",,
Fully metal heatpipe case?,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=142441,831,dankcushions,https://www.raspberrypi.org/forums/memberlist,12,"Sun Apr 03, 2016 12:03 pm",,
GAMES LIST: Games That Work On The Pi,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=51794,207490,mrpi64,https://www.raspberrypi.org/forums/memberlist,202,"Sat Apr 16, 2016 10:24 am",,
"Emulation on the Raspberry Pi,Pi2&Pi3 (Updated 04/",https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=54357,225460,welshy,https://www.raspberrypi.org/forums/memberlist,132,"Sat Apr 16, 2016 7:04 am",,
MAME4ALL for Pi,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=36067,117586,pudding,https://www.raspberrypi.org/forums/memberlist,424,"Thu Jan 14, 2016 10:36 am",,
Uae4arm: Amiga emulator with JIT and DispmanX,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=110488,24084,Chips,https://www.raspberrypi.org/forums/memberlist,282,"Thu Apr 21, 2016 11:03 pm",,
How to setup Minecraft 1.8.9 on RaspPi2,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=137279,8868,rpiMike,https://www.raspberrypi.org/forums/memberlist,48,"Thu Apr 21, 2016 10:04 pm",,
Read position of game piece on TV screen,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145293,117,karrika,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 21, 2016 4:25 pm",,
Is it possible to host Unity 3D game servers from ,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=139479,530,ssninja,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 1:48 pm",,
Internal controller help retropie,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145391,5,Nick The Scrub,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 1:27 pm",,
Locally installing STEAM OS and STEAM Games,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145330,122,FFSamurai05,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 21, 2016 11:17 am",,
Moonlight on RPi 3,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145104,308,InsayneShane,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 6:36 am",,
Moonlight Embedded,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=65878,115266,irtimmer,https://www.raspberrypi.org/forums/memberlist,268,"Wed Apr 20, 2016 7:10 pm",,
Text advenure game,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=143401,288,Magic Knight,https://www.raspberrypi.org/forums/memberlist,3,"Wed Apr 20, 2016 7:01 pm",,
Retropie PS3 controller issue,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145287,56,bassman6805,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 4:51 pm",,
Minecraft 1.9 on rpi with launcher,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=142036,1392,rpiformy,https://www.raspberrypi.org/forums/memberlist,20,"Wed Apr 20, 2016 3:51 pm",,
PC Minecraft?,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=60611,4355,bluesmoke,https://www.raspberrypi.org/forums/memberlist,9,"Wed Apr 20, 2016 3:49 pm",,
Tutorial: How to install Chocolate Doom w/ sound o,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=21923,14203,Johnyz,https://www.raspberrypi.org/forums/memberlist,23,"Wed Apr 20, 2016 2:06 pm",,
