post_author,post_author_link,post_content,post_time,author_postCount,author_joinDate,post_head
aeary,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=20306,"Receiving my RPi on Friday, would love to be a tester for y'all; will be looking at possibly using this on a different front in regards to different forms of automation as well via remote access by aircard (3g/wimax)"," Wed Jun 06, 2012 3:44 pm",4,"Wed Jun 06, 2012 3:42 pm","Freedomotic Home Automation on Raspberry"
aeb4257,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=167568,"Hi! I am building a microscope system with a pi and the pi camera. I am accessing the pi using ssh and I am running a GUI from the pi that displays on my laptop screen through the ssh connection.

I am looking to play a ""live view"" video stream from the pi into a GUI I made using PyQt in Python. The video doesn't need to be saved, it just needs to show a live view. So far, I have used Picamera to stream video from the pi, see below.

import io
import time
import picamera


def stream():
# Create an in-memory stream
my_stream = io.BytesIO()
with picamera.PiCamera() as camera:
camera.start_preview()
# Camera warm-up time
time.sleep(2)
camera.capture(my_stream, 'jpeg')

return my_stream

I have also found an example for using VLC in a simple GUI made with PyQt. It uses Python bindings (ctypes-based) for VLC.

Example is here: http://git.videolan.org/?p=vlc/bindings ... py;hb=HEAD

This example is designed to open a saved video file and play it. I would like to use this example to play a ""live feed"" video from the pi camera in PyQt. How can these programs be integrated?"," Thu Dec 03, 2015 9:32 am",1,"Thu Dec 03, 2015 9:18 am","Picamera play video in VLC embedded in PyQt G"
Afnan421,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=167647,"Hey,
I am using a lynx motion Hexabot for my final year project..and I am using a raspberry pi as the microcontroller for the ssc32 board.. Do you mind helping me to develop gait movements in python or spyder? I never properly had a programming module...just need some guidance..thanks.."," Thu Dec 03, 2015 9:51 pm",1,"Thu Dec 03, 2015 9:41 pm","My Trossen hexabot controlled by my Raspberry"
afreitas,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=173641,"The above quick fix didn't quite work for me. Here's what I did:

Start the python cli and enter the following:
CODE: SELECT ALL
import pyaudio
p = pyaudio.PyAudio()
for i in range(p.get_device_count()):
  dev = p.get_device_info_by_index(i)
  print((i,dev['name'],dev['maxInputChannels']))

With my setup, here is what I got:
CODE: SELECT ALL
(0, 'bcm2835 ALSA: bcm2835 ALSA (hw:0,0)', 0)
(1, 'bcm2835 ALSA: bcm2835 IEC958/HDMI (hw:0,1)', 0)
(2, 'USB PnP Sound Device: USB Audio (hw:1,0)', 1)
(3, 'sysdefault', 0)
(4, 'default', 0)
(5, 'dmix', 0)


I then went into jasper/client/mic.py and found all instances where it was opening a stream using pyAudio (specifically self._audio.open) and added another parameter such that it was explicitly pointing to my input device (note 2 is the index of my USB microphone above):
CODE: SELECT ALL
        stream = self._audio.open(format=pyaudio.paInt16,
                                  channels=1,
                                  rate=RATE,
                                  input=True,
                                  frames_per_buffer=CHUNK,
                                  input_device_index=2)

Doing this allowed me to get past the ""Invalid Sample Rate"" error, and surfaced a new problem:
CODE: SELECT ALL
IOError: [Errno Input overflowed] -9981

I'm still working through this issue, which happens on anything but the first Stream.read() call (first one is successful).

Anyway, hope this helps"," Mon Jan 18, 2016 12:38 pm",3,"Fri Jan 15, 2016 6:26 pm","Jasper: Invalid Sample Rate -9997"
afremont,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=132765,"I think I'd use an Arduino to ""drive"" the Doppler module and communicate the information via a serial port to the pi. The Arduino is much better suited to measuring voltage and pulse widths.

To the OP: PM me and I'll show you some stuff that I did for measuring vehicle speed with a camera. Here's a sample picture showing an SUV doing over 38mph in a 25mph zone."," Sun Mar 01, 2015 5:08 am",20,"Wed Jan 28, 2015 6:32 am","Vehicle speed and license plate monitoring"
agraco,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=170644,"Hi. So I am starting this project to control a 16 foot led strip from the breadboard. The final objective is to have a PHP website to control the colors, fade, on/off....

Project link:
http://popoklopsi.github.io/RaspberryPi-LedStrip/#!/

LED Link
https://www.amazon.ca/gp/product/B00M7MT5O6/ref=oh_aui_detailpage_o03_s00?ie=UTF8&psc=1

Technical Stuff:
The project says I need a MOSFET transistor and recommends IRLZ34N which I cannot find in Canada.

Question 1: Would NTE2987 work? It is the closest in specs I could find...My concern is that the project instructions state that I should not buy a MOSFET with a gateway threshold higher than 3.3V (I don't know what this means, but OK!). This particular model has 2.5V...so is it to low?

Question 2: Do I need to worry about whether I have an L or an N channel MOSFET?

Question 3: Are there other models that I might want to consider (because getting these things in Canada is a headache!)
Thank you very much"," Wed Apr 06, 2016 7:05 am",23,"Sun Dec 27, 2015 6:49 pm","Technical question: Control LED strip from br"
Agsom,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=141320,"cacb wrote:
After disconnection everything and re-connecting, I found that it ""suddenly"" worked again.


This simple suggestion worked for me. Thanks a lot! I was having the same issue, instead of seeing 28-* in /sys/bus/w1/devices/ I was seeing some weird names like:

CODE: SELECT ALL
pi@raspberrypi /sys/bus/w1/devices $ ls
00-300000000000  00-b00000000000  00-d00000000000  w1_bus_master1


Unplugging and rewiring solved it."," Tue Mar 24, 2015 8:08 pm",1,"Tue Mar 24, 2015 8:02 pm","DS18B20 and 30-Jan firmware"
aideen,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=21402,"Wahey! That works Many thanks for this great project Kevin.

I'm using an RFM01 mounted on an Eve Alpha board to talk to a Maplin N96GY.

Just got things talking earlier today using a Pi Rev-1 and was now trying with a Rev-2 ... but hadn't got my head around GPFSELn yet.

It's working very well with no noise issues (BW_67, LNA_14, RSSI_91).
:
Listening for transmission
Data bits = 88 (offset 8) (9 short) Packet signature found
Frequency deviation -1.0KHz (-1)
a1 c1 db 57 00 00 01 1d 08 31 crc ok (gap 48s)
Pulse stats: Hi: 565 - 637 Lo: 1571 - 1670 (88 point)
Threshold now 1104
Station Id: 0A1C
Temperature: 7.5C, Humidity: 87%
Wind speed: 0.00 m/s, Gust Speed 0.00 m/s, S
Wind speed: 0.0 mph, Gust Speed 0.0 mph, S
Total rain: 85.5 mm
Listening for transmission
Data bits = 88 (offset 8) (9 short) Packet signature found
Frequency deviation 0.0KHz (0)
a1 c1 db 58 00 01 01 1d 06 fb crc ok (gap 48s)
Pulse stats: Hi: 592 - 706 Lo: 1590 - 1680 (88 point)
Threshold now 1148
Station Id: 0A1C
Temperature: 7.5C, Humidity: 88%
Wind speed: 0.00 m/s, Gust Speed 0.34 m/s, SE
Wind speed: 0.0 mph, Gust Speed 0.8 mph, SE
Total rain: 85.5 mm
:
Will post a link to a picture of the Eve setup in due course.

Thanks again!

Aideen"," Sat Jan 05, 2013 1:52 pm",17,"Fri Jun 15, 2012 4:43 pm","Fine Offset WH1081 (Maplin N96GY) sensors wor"
AiGreek,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=167971,"You're welcome"," Tue Jan 19, 2016 12:04 am",155,"Sun Dec 06, 2015 12:44 pm","Wechat client?"
aimad,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=185470,"hi,
I have the same problem as arulmcts. I have to connect a raspberry to s7 200 wich has the cpu 224XP and reference 214-2BD23-OXBO using the SIEMENS PPI protocol. please help"," Mon Apr 04, 2016 8:37 am",2,"Mon Apr 04, 2016 8:12 am","plc automation"
Aitorvr,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=170104,"Thanks! I noticed no lag on my tv but recently I've tried out another tv and noticed the lag.

Changing the av mode to gaming solved the issue.

Thanks!"," Thu Dec 24, 2015 6:36 am",2,"Thu Dec 24, 2015 6:26 am","Input lag /delay problem with RetroPie"
Aj808,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=170142,"Hi all, this is my first post so please be patient . I am a electrical technician and I have been thinking about getting a pi and building a rotary table. I work for a tool company and have an old table that the control is obsolete. The way it was is like this, there was a 8amp dc motor to turn the table through a gearbox and an encoder on the shaft of the table to give a position read out to .00 degrees. On the old control you would type the position you want and the table would go there and stop and hold. Now, I want to make a new control, I'd love it to be touch screen but just to do the same as the old control. It would need to readout the position. Do any of you guys think this would be do-able or has it been done? Thanks for any help in advance

Aj"," Thu Dec 24, 2015 1:23 pm",1,"Thu Dec 24, 2015 1:12 pm","Rotary table"
"Ajith Venkat",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=180374,"I have to use Raspberry pi to inspect the product ...using pi camera and Rpi , i have to capture the product like washers which are in conveyor and then do image process to find that product is defective or non-defective..If defective, using solenoid, the product pushed down from the conveyor and solenoid is actuated through Rpi.. I am the beginner ..How can I code in Raspberry pi..anyone Help with this..Waiting for your response"," Sat Mar 05, 2016 7:45 am",1,"Sat Mar 05, 2016 7:29 am","Automatic Inspection of products"
ajmas,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=14909,"Can anyone suggest which is the best current software to add 'AirPlay Receiver' functionality, on Raspberry Pi 2?

So far, I have looked at the following:
- Shairplay: lots of background hissing
- Shairplay-sync: Not having an easy time installing
- RuneAudio: Requires a dedicated install of OS (will be trying, but not my preferred approach), when I just want the receiver portion
- Volumio: same issue as RuneAudio
- Moode: same issue as RuneAudio
- rplay: Failing with iTunes 12.3 (error 156), and not visible with music player on iPad"," Sat Oct 24, 2015 9:55 am",19,"Sat Mar 24, 2012 7:28 am","AirPlay Receiver - best software?"
